,UserName,OriginalTweet,Sentiment,Sentiment_float
276,1424,"I'm gonna call that a wrap for now, but if anyone needs advice on how to stock up for the #Covid_19 apocalypse that is coming on through then DM me, I am more than happy to help write grocery lists or help take stock of what you may need. 

and just make some good fuckin' food. https://t.co/EzrwMNP66I",Extremely Positive,5.0
277,923,"Every store upon hearing all #dearcorporate travel has been suspended due to #coronavirus for the next two weeks.
#partytime #Retail #retaillife https://t.co/g8hmg9JUPv",Negative,2.0
278,2029,"Coronavirus: EasyJet waives change fees as flights are cancelled:

Flexible policy applies until further notice

https://t.co/EMt4oYDhoF",Neutral,3.0
279,2050,I have never seen the parking lot of my neighbourhood grocery store full at 1028pm #Covid_19,Neutral,3.0
280,1750,"Walking through the grocery store was like being in another world. 

Paper goods: cleared out 
Water isle: practically empty
Gatorade: gone

Honestly people, I dont understand the need to stockpile, we dont even have a confirmed case in our county. #Covid_19",Extremely Positive,5.0
281,1074,My husband took this picture at the grocery store last evening. The line up for cashes went all the way to the produce section. #Covid_19 #Ottawa https://t.co/2ba92k3TSL,Neutral,3.0
282,1790,"For those that are cashlong, patient,calm&amp;have knowhow in cherrypicking credit assets this will be a chance to arb the gap btw real&amp;perceived risk.Even a slight trend of recovery will see asset prices rebound sharply-fuelled also by the algo driven ETFs in the mkt. #Covid_19",Extremely Positive,5.0
283,629,"In light of the recent COVID-19 updates, we encourage everyone to stay at home and avoid crowded places. Stock up on food and necessities but do not panic buy. Wash your hands thoroughly and do not touch your face, https://t.co/p0iEtrURea",Extremely Positive,5.0
284,1015,The grocery store is out of control. #Covid_19,Neutral,3.0
285,1260,"READERS &gt; ??A very educational thread involving industry-leading thought leaders and docs re. Coronavirus disease (#COVID2019).

We're currently experiencing mild social hysteriaincluding hoarding + runs on consumer products. 

Distinguishing reality from hysteria is important. https://t.co/jq80g94Yb6",Negative,2.0
286,165,"Italy is now in full #CancelEverything mode.
Everything is closed except the pharmacy, supermarket and post office.
#COVID19 #Covid_19 #coronavirus #coronavirusitalla",Neutral,3.0
287,527,"When I see high-profile people talk about their local supermarket, the word Waitrose is invariably omitted. 
#Covid_19 #stockpiling",Neutral,3.0
288,1080,"Friday the 13th. #Covid_19 panic. If you have nothing to do outside, J-UST STAY AT HOME. Filipinos who don't hoard alcohol, face masks and sells them at exorbitant prices, Mag JAKOL. Kudos to Metro Manila, Batangas, Cebu City, Mandaue City for suspending classes. https://t.co/2E6STuMswh",Neutral,3.0
289,454,Dear General Public. PLEASE stop stockpiling food for the unlikely event youre prohibited to leave your home. Youre making it hard for everyone to eat/drink affordably today and putting extra pressure on businesses and suppliers to keep up with demand. @WholeFoods #coronavirus,Neutral,3.0
290,406,"Not a full 24hrs since Guyana declared its first #Covid_19 case and the nation is panicking.

Pharmacies and other sellers of cleaning agents have quadrupled prices.

Misinformation is rampant and the public health ministry is not doing enough to bring about a sense of calm.",Negative,2.0
291,2495,"The world is imploding, the sky is falling and the supermarket shelves are empty EXCEPT for #cottagecheese. Not even a global #pandemic can get people to buy cottage cheese aka crap ?????
#
#
#
#covid #covid_19 https://t.co/MKYt22GjlL",Extremely Negative,1.0
292,1017,"Breaking!

CCP army arrested citizens after protests against high food prices in #Wuhan #China

#COVID2019 #WuhanCoronavirus #COVID19 #coronavirus coronavirus https://t.co/BCLqB8MZXy",Extremely Negative,1.0
293,215,Coronavirus is hurting store traffic and e-commerce won't help much #Retail #coronavirus  https://t.co/ad2ZaodeVo,Positive,4.0
294,1213,"Amid the COVID-19 outbreak, it has prompted locals and people worldwide to stock up on various items https://t.co/leOqKwWhH4",Neutral,3.0
295,1591,"Big winners of the panic: grocery stores.
Ppl buying like crazy although the stores will remain open.
Will see a lot of food going to waste in a week cause ppl buy far more than they need/can use right now...

Actually really sad. And shows what fud does to ppl. #Covid_19",Extremely Negative,1.0
296,548,"Based on a grocery store visit, it seems that Norwegians are dealing with #Covid_19 by stockpiling tomato soup and eggs. Which makes perfect sense, since Norwegians put an egg in their tomato soup.",Positive,4.0
297,76,"My genuine concern around #COVID2019 are folks who may have to isolate, but work low wage/hourly pay jobs - folks who are barely getting by, who DONT get paid sick days. Folks who cant stock up on weeks worth of food. Folks who cant NOT work. 

The working poor will suffer most",Extremely Negative,1.0
298,895,Going to have to check this out. Wonder what the prices are with  #COVID2019 running amok ? https://t.co/yYUPcnzDxQ,Neutral,3.0
299,1634,Does anyone know if its safe to receive packages from the US? Im talking about online shopping. #Covid_19 #coronavirus,Positive,4.0
300,1071,At my local grocery store in New Hampshire... #coronavirus #Covid_19 #NationalEmergency https://t.co/AXuMBSfNU9,Neutral,3.0
301,1312,"NEVER has it been more important to support peoples #mentalhealth in #Dorset

COVID-19 will increase online  shopping - Easyfundraising turns your shopping into FREE donations. 

Follow this link: https://t.co/kS1mqgfWC3

#COVID2019uk https://t.co/KwEgtbgV60",Extremely Positive,5.0
302,2302,"Hi everyone, just a quick update on #coronavirus #Covid_19 I will not be offering any free educational online classes for your kids and I wont be offering to drive around and do your shopping either, or any other jobs around your house. That is all",Extremely Positive,5.0
303,365,"#coronavirus scare: In Kashmir, people say bye bye to Chinese food

In #Srinagar restaurants, guests demand traditional wazwan instead of Manchurian, Chowmin, fried rice etc
https://t.co/KH6qqFV8RK
#Corona 
#COVID19 
#CoronaVirusUpdates",Negative,2.0
304,377,"The world has shifted left, right and centre and yet the Pakistani brands continue to skyrocket their BS prices. Are they delusional?! ????? #Covid_19",Neutral,3.0
305,484,"In the current climate that is absolute stockpiling CHAOS, foodbanks are rapidly running out of supplies. 

Just phoned my local food bank to see what they need so I can pop some bits on my online order.

Shopping list below if youre able to do the same ?? #COVID19 #coronavirus https://t.co/s5omokREdQ",Extremely Negative,1.0
306,233,"CDC: At-risk Americans (60 &amp; over) and immunocompromised (impaired immune system) take action stock up food &amp; meds for COVID-19
https://t.co/ezYzJEigSm",Neutral,3.0
307,489,"Me at the grocery store today
#CoronavirusPandemic #Covid_19 https://t.co/9wYoRpTIEJ",Neutral,3.0
308,1848,"When I checked my emails today, I'd received a Covid-19 update from every business, organization, camp, art centre, therapist, restaurant, school, daycare, dental office, retail store, recreation centre &amp; miscellaneous service that my family has ever provided an email address to.",Neutral,3.0
309,1057,"Just went to the grocery store to do my routine shopping, and seriously, people, WTF is it with the toilet paper? Why the obsession with that specific item? #Covid_19 #panicbuying",Extremely Negative,1.0
310,1430,Based on the grocery store shelves yesterday Cheez-Its are a folk remedy for COVID-19.,Neutral,3.0
311,584,"My question, will Ohio ask feds for permission to suspend discontinuance of #SNAP or #Medicaid until #coronavirus crisis has passed + what can Ohio do to expedite processing new applications for these programs as people lose jobs #SocialDistancing",Extremely Negative,1.0
312,132,Shares in Turkish supermarket chain Migros surged as much as 15% today on expectations of stocking up after the nation's first coronavirus case was confirmed. https://t.co/8301RkLPj2,Positive,4.0
313,1378,"#Covid_19 In time, when this has all died down, people should donate all their shop-bought, panic-induced food-stuffs to the homeless. It will be used and appreciated.  Otherwise it will fall out of date and consigned to the bin. #coronavirus #panicbuying",Negative,2.0
314,800,"Italy is on lockdown, and officials here in the US say that we may be about 2 weeks behind. A lockdown could be a reality for us here in the US if the #Coronavirus isn't contained. On that note, if you haven't already... be sure to stock up on enough food to last a couple weeks.",Positive,4.0
315,375,"After the had reported of COVID-19 infection in Turkey??, hand disinfectantss prices increased FOUR THOUSAND PERCENT. And supermarketss pasta and legumes or something stocks are over in metropoles.
#pandemia #BREAKING #Covid_19 #coronaturkiye #coronavirus #COVD19 #COVID19 https://t.co/jue7v1xqBR",Extremely Positive,5.0
316,1596,"Stocked up on cleaning supply, desinfectants and hand sanitizers two weeks ago. So wise! Now, panic over #Covid_19 engulfed #Cyprus and people are emptying shelves in supermarkets as we tweet. Tomorrow morning will go to buy some food. Feeling #anxious ...",Positive,4.0
317,307,"This #coronavirus #panickbuyinguk is bloody ridiculous, I cant get painkillers for knee pain Im suffering, the foods I buy for my #autistic child who has food issues are out of stock, how do I tell him he cant have that without causing meltdown You people are pricks!!",Extremely Negative,1.0
318,1898,"I wish people would stop with the panic.
Stop sharing posts that are fake.
Stop bulk buying at the supermarket. 
Stop thinking of just themselves...

#juststop #Covid_19",Extremely Negative,1.0
319,2528,"NO BREAD, NO CIRCUS: Spread the word NOW of food shortages ahead. By @IceAgeFarmer
#ProblemReactionSolution as in 'The Panic of 1907' #JPMorgan stepped in &amp; created #FED!
#Farmers #COVID2019 Restricted Farmer's Markets Way to help? #GSM #GrowYourOwn #Q+ ?
https://t.co/0fYdbR70Zd https://t.co/1HHHnm3lz4",Extremely Negative,1.0
320,1243,"Every single person I made eye contact with smiled, everyone said hello, the clerks are being so kind and cheerful at my local grocery store. The people are good. #Covid_19",Extremely Positive,5.0
321,2557,Ridiculous scenes in Tesco Colney Hatch this morning. Shelves cleared like there's been a riot. The selfishness of some people filling their trolleys with multiple packs and leaving none for others is staggering. (Plus so much for getting here early to avoid crowded spaces.) https://t.co/CIhJexaYul,Extremely Negative,1.0
322,851,I believe this is a conspiracy by the supermarket owners to get rid of their stock..... the amount of stores that are empty its unreal ? #Covid_19,Extremely Negative,1.0
323,1359,"WIth the #coronavirus is here in Michigan, people are preparing and stocking up on food and supplies just in case. Store shelves at several major retailers are empty or nearly empty of tissues, toilet paper and sanitizer wipes. https://t.co/K3aTv7GOJR",Negative,2.0
324,1879,Grocery store as of one hour ago...11 am on a Friday. #Covid_19 #coronavirus https://t.co/W536XVBTul,Neutral,3.0
325,1597,"Im so annoyed how Danish ?? ppl are selfishly emptying the shelves in groceries! No food, no toilet paper and what have we not! #COVID19dk #coronavirus #corona #Covid_19 #panic #toiletpaper",Extremely Negative,1.0
326,1145,"""We are doing everything we can to support our customers,"" says our President of Health, Hygiene, &amp; Specialties, Curt Begle. Playing a ""pivotal role,"" we are meeting the current consumer demands for #coronavirus prevention. https://t.co/gVs567bHJk.   #COVID_19 #CoronaOutbreak",Positive,4.0
327,293,"It is not clear when Coupang early morning grocery shopping service started again, but it seems that it was possible to order again since a few days ago. Maybe now people are buying groceries offline more than online. #Daegu #SouthKorea #coronavirus",Negative,2.0
328,139,"Coronavirus and food: the latest

Good piece by @marionnestle
 
https://t.co/xKRpnlIPja

I'm curious. Here's an informal poll for all:
If you are taking #COVID infection precautions &amp; are stockpiling foods &amp; other essential supplies right now, how many weeks are you planning for?",Extremely Positive,5.0
329,8,"@DrTedros ""We cant stop #COVID19 without protecting #healthworkers.
Prices of surgical masks have increased six-fold, N95 respirators have more than trebled &amp; gowns cost twice as much""-@DrTedros #coronavirus",Neutral,3.0
330,1630,The entertainment industry could help with #selfisolating by making all new releases available for immediate streaming at discounted prices #CoronavirusPandemic #Covid_19 #entertainment,Extremely Positive,5.0
331,1189,#FridayThoughts: Please be kind to all Convenience Retail Store &amp; Supermarkets staff. They are working extra hard to make sure there are products on the shelves. And beverages in the coolers #Covid_19  #bekindalways #kindness https://t.co/FGZSjqv6oj,Extremely Positive,5.0
332,1199,"Had to take a high dose #CBD capsule today due to having to go to the supermarket today. Crazy lines, empty shelves. Need to reduce this #anxiety and get some #sleep. #THC #edible tonight. ? #Covid_19 #CoronavirusPandemic https://t.co/w1fRAaHDeU",Negative,2.0
333,1901,"Its not #Covid_19 that should be blamed for empty shelves in supermarkets, its the inability of billion dollar corps like costco @RalphsGrocery and others to be able to adequately respond to an increased consumer demand. Supply chain systems failed. Lack of Professionalism!",Extremely Negative,1.0
334,1267,"The Covid-19 pandemic is now a very real threat for many worldwide but why are some people stockpiling food and panic-buying toilet roll ?whilst others are not so fussed?

Click below to read more ?
https://t.co/tuYHtvrioG

#covid19 #toiletpapercrisis  #consumerinsights https://t.co/N0soSjUlVf",Extremely Negative,1.0
335,1314,"Security guard on the mini  hand-sanitisers in a city-centre supermarket. Lucky enough to get two, hurried, almost guiltily, to the self-checkout! I am not cut out for this level of chaos.
#Covid_19",Positive,4.0
336,455,"Long lineups at a grocery store in Moncton, NB, including quite a few people apparently stocking up on TP #Covid_19 https://t.co/tvxV872ZDJ",Neutral,3.0
337,717,Just did online shopping and first available slot was Sunday at 11pm-12am. Loo roll and baked beans sold out. #coronavirus,Neutral,3.0
338,1045,"#Target, #Walmart address #store #sanitization as #coronavirus concerns mount https://t.co/kyzeWkFXFJ via @RetailDive #brickandmortar #retail #employee #consumer #safety #pandemic",Neutral,3.0
339,972,Absolutely outrageous to hear that some companies are preying on people s fears during such hard times by hiking up the price of hand sanitiser and soap  If you have a stock at home please consider giving some to your local food bank ,Positive,4.0
340,343,"who can't afford to stock up and elderly people are now stuck while you have 7 packets of toilet roll, 50 soaps and food rotting in the fridge. Apparently there's been war in some shops in Dublin, people making off with entire shelves and cans of beans thrown. Cop on. #Covid_19",Extremely Negative,1.0
341,324,"Coronavirus scare: In Kashmir, people say bye bye to Chinese food

In Sgr restaurants, guests demand traditional wazwan instead of Manchurian, Chowmin, fried rice etc

KNO

#Kashmir #Coronavirus",Negative,2.0
342,1576,"@ABC7 #abc7eyewitness #Coronavirus 
Walmart is having a ""coronavirus induced"" grocery delivery crisis as their online grovery delivery has suffered a nationwide overload&amp;shutdown because of panick shopping. Props to Cust.Service for being very nice ",Extremely Negative,1.0
343,871,"Schools: closed
Professional Sports: canceled 
Groups of 250+: banned
Stock Market: crashing
My $2.13/hour job handling hundreds of strangers food and silverware: come on in, people aren't working so we will be busy.

#serverlife #Covid_19 #hospitalityindustry",Negative,2.0
344,574,Observations when in a Metro grocery store during a pandemic ?? #Covid_19 https://t.co/slFwx643I7,Neutral,3.0
345,866,"We're at a critical time for the containment of COVID-19.

As a necessary precaution, The Stop will be shifting our resources away from community programming and towards emergency food access services starting Monday, March 16.  https://t.co/rM191zyAfX",Extremely Negative,1.0
346,1196,"Consumer health and well-being is the top priority of the #supplement industry. We continue to remind marketers, retailers and consumers that supplements may not claim to cure, treat or prevent #COVID19 #Coronavirus. @AHPAssociation @CHPA @unpafrank 
https://t.co/PjAZMxCNS8",Extremely Positive,5.0
347,1011,"Ok, now this shit is gettin way outta hand! ??? #CostcoPanicBuying 
#coronapocalypse https://t.co/TR71hl0VUH",Positive,4.0
348,2346,Overheard in the snack aisle at Supermarket: Im going to get the Covid 19. Not the virus but the 19 pounds Ill gain sitting in eating all these snacks. #coronavirus #Covid_19 #snacks,Extremely Positive,5.0
349,1797,#Covid_19 this is the reality in #Brooklyn after the #StateOfEmergency people using luggage to carry the entire supermarket... #newyork ?? https://t.co/32uHFQMap1,Neutral,3.0
350,170,"Remember that a good diet is key to health! Come stock up on fresh food including high vitamin-C citrus at our markets. 
#coronavirus",Extremely Positive,5.0
351,1761,"Costco is a maduu go puse and my local grocery store is bare. In line, everyone was talking about Trump and our need to #FireTrump this Nov. People are upset and tired of his ineptitude. #coronavirus #Covid_19 #covid19",Extremely Negative,1.0
352,701,These sneaker prices still havent dropped #Covid_19 #COVID19 #coronavirus #corona #stockx #nike,Neutral,3.0
353,1046,"So your telling me because of #Covid_19 we are suppose to stock food, stay at home, avoid physical contact with others....
So basically WERE BECOMING INTROVERTS
YAY #introverts UNITE",Positive,4.0
354,1812,"@9to5toys Except @amazon is telling their employees not to work due to COVID-19, so you might be getting that next month. If you need it soon, just gonna have to go old school and buy it at a retail store",Neutral,3.0
355,540,me adding items on my online shopping cart cause prices are low due to covid-19 outbreak with a bank balance of $1.89 https://t.co/0d8R1MCotX,Negative,2.0
356,1317,Taking a break from my quarantine to go buy some food from the supermarket and then i see someone i know : #Covid_19 @najwakaram https://t.co/EOY6p1Ovx3,Neutral,3.0
357,1648,@Blair_A_Nathan Was thinking- large companies might rethink maintaining campuses in expensive places with food and other perks,Neutral,3.0
358,2082,supermarket in Staten Island no toilet paper/paper towels @ny1desk @NY1Newsat11 @POTUS supermarkets are suffering to supply to our citizens based on to many buying so others cannot.? @AlysiaStern @TreyDwag2020 #CoronaOutbreak @NYCMayor @NYGovCuomo #Covid_19 #panicbuying #Ny1pic https://t.co/RKqDmvZW19,Extremely Negative,1.0
359,278,"https://t.co/a3md87Yyt3 The #Coronavirus discourse is dominated by medical/scientific voices, with their typical ignorance of societal welfare and public justification in decision-making. Unlike Corona, having no food will definitely kill you.",Extremely Negative,1.0
360,1685,"#THIS

Panic solves NOTHING.
What it is doing is leading to poor choices, food &amp; necessity shortages and there will be wastage as well. 
This is a pandemic, yes. It is NOT, the end of days. 
#KEEPCALMANDCARRYON WITH COMMON SENSE, SMART CHOICES, GOOD HYGIENE
#covid_19 
#besmarter https://t.co/zNIPYHqzvb",Extremely Positive,5.0
361,833,"@BillyPTSD @martinsmith02 @HumphreysHope With harm reduction, emergency accommodation, specialised medical care and services working collectively to stock pile food and emergency medication supplies in good time for the inevitable #Covid_19 spike in the U",Negative,2.0
362,1227,"News organizations (like those in Sweden) must be aware that by constantly hyping stories about hoarding of food, and posting pictures of empty shelves, they are fueling this kind of behavior (by making people who would otherwise not do it go out and mass purchase). #COVID19 https://t.co/bqUfejXtZV",Positive,4.0
363,1002,"You can tell this episode of Here's Lucy is from a long time ago...because the grocery store they went to is fully stocked, ha!
Interesting timing to have it airing while our supermarkets have empty shelves!? 
#LosAngeles #California #emergencypreparedness #Covid_19 #coronavirus https://t.co/6AeporFXqm",Positive,4.0
364,232,AT TARGET &amp; WALMART IT'S CLEAN AND REPEAT Target has begun cleaning and sanitizing checkout lanes and touchscreens at least every 30 minutes. https://t.co/pbKYZYjk7q #retailtrends #retail #touchscreens #clean #sanitizing #coronavirus #viruscontainment,Positive,4.0
365,2285,"Online transactions, shopping should be established &amp; promoted in Pakistan as currency can be a big carrier to spread #CoronaVirus
Sweat,germs, viruses are nothing but Azaab e Elaahi.
All of us should be doing as much #Astaghfaar as we can. Keep urself clean &amp; seek forgiveness
RT",Extremely Positive,5.0
366,1534,"I walked into a supermarket today, some ppl laughed because I was wearing a mask, few men called me corona with flirty ugly words. 
After leaving the Cashier I had this look that cersei gave after the mountain and septa scene .
Yeah bitchs, you will see. #Corona #Covid_19 #Got",Positive,4.0
367,419,Just got back from a major retail store and the majority of the water bottles are out #Covid_19 https://t.co/ksNyF6E3kK,Neutral,3.0
368,797,Toilet paper shelf right now at grocery store. SMH #Covid_19 https://t.co/3gYVfc5tvi,Negative,2.0
369,39,"1/25 Part 1 - Why does soap work so well on the SARS-CoV-2, the coronavirus and indeed most viruses? Because it is a self-assembled nanoparticle in which the weakest link is the lipid (fatty) bilayer. A two part thread about soap, viruses and supramolecular chemistry #COVID19 https://t.co/OCwqPjO5Ht",Negative,2.0
370,253,"If you're looking to stock up on food and are strapped for cash the ducks in the park are free to take home
#coronavirus #hoarding",Positive,4.0
371,1328,When you have to cough really bad but youre in line at the grocery store #Covid_19 https://t.co/qNJQAi77uK,Negative,2.0
372,1269,"Score card update:  US #Covid_19 deaths = 40, Food poisoning = 3000. Thus far, no hysterical food poisoning panic is anticipated.  
https://t.co/ZeC5So88wV",Extremely Negative,1.0
373,116,"We've been lied to about COVID-19. Find out why you need to stock up on Food &amp; Water before all cities are quarantined.
https://t.co/RTBHfraXTU
coronavirus chiropractor naturopath stocks gold silver blackpink bts  coach trainer librarian twice yibo xiaozhan animalcrossing trucker https://t.co/AKuNBNa8jS",Negative,2.0
374,744,"#Coronavirus has affected online shopping, travel, event cancellations, and it's now impacting #digitalmarketing. 
?
Online marketers: it's time to deliver factual information, prioritise relevant content &amp; reach target audiences  wherever they may be.

#COVID19UK #SARSCoV2 https://t.co/yGNOuodTnT",Negative,2.0
375,583,Thank goodness I was able to get to the grocery store this morning...#Covid_19,Extremely Positive,5.0
376,1215,"My mum's words this evening were 'We're going to have to make a self isolation shopping list'. Now as much as I don't want to join this 'panic buying', weve kind of been left with no choice considering that every supermarket has sold out of pasta. Pasta fgs?! #Covid_19",Extremely Negative,1.0
377,917,#BBCqt @MattHancock and his supermarket lie comming up again #Covid_19,Neutral,3.0
378,2313,President Trump announced that the US is now stockpiling our strategic oil reserve.  Why? Because oil is on sale at $33 per barrel.  A valuable asset being sold at hugely discounted prices. Are there other deals? #Covid_19 #stockstowatch #markets  https://t.co/d133vN2qX7,Extremely Positive,5.0
379,1176,"@CDCgov @SamanthaBahna Does the government understand that unless they stop EVERYONE from going to work 2-3 weeks and limit the amount of people in a grocery store at one time, they will never stop the spread of #Covid_19.  Seems common sense.  Just cance",Negative,2.0
380,875,"The saddest thing- As attendees and vendors, if ever we needed hugs its now... and we cant even do that ?
#WonderCon
#SDCC https://t.co/Crnjqw2IqR",Negative,2.0
381,2321,queenafua breaking down how to stay #holistically #healthy and boost your immune system during #flu #cold and #coronavirus season. Headed to my local health food store to increase my stock of #eucalyptus now. Y'all https://t.co/Jqem0jTiKR,Extremely Positive,5.0
382,2275,"@ChimeraGenetics Travellers will self isolate @ home. They'll do it because it's right. I have a friend returning 2 Canada from abroad and, if there's food, I'm gonna stock his house b4 he's back. This is like a war effort. We can come together in mutual ",Neutral,3.0
383,592,This would kill the virus without impacting the economy as economy pretty much on pause. Rationing stock piles food would surely be feasible for two weeks #Covid_19,Positive,4.0
384,237,"So, according to this dude if you eat Rama margarine, leaver spread, Koo Beans, #CoronaVirus checks into your system &amp; if it doesnt like the food you eat, the virus checks out &amp; may host itself into someone that eats like ciabatta. So stock up on Koo Beans #CoronaVirusInSA https://t.co/jQSmBxpXs7 https://t.co/7z8Ff2jHY5",Extremely Positive,5.0
385,247,"Help keep the elderly isolated! mortality rate is extremely high in the elderly. They need to stock medicine and food and stay away from people now!
#coronavirus

https://t.co/UJImSF7JD4",Positive,4.0
386,1801,"Well, as long as I didnt contract #Covid_19 while at the crowded grocery store tonight, I should be good to not the leave the house for a few weeks. Fortunately I didnt need soup. https://t.co/OqngV1WukH",Extremely Positive,5.0
387,461,"While yall running to the grocery store trying to GET PREPARED, you do know you putting yoself at risk wit those large crowds! IF YOU STAY READY, YOU AINT GOTTA GET READY! ?#Covid_19 https://t.co/s8uxSX6l4Y",Extremely Positive,5.0
388,1780,PSA: JUST BECAUSE SOMEONE COUGHED AT THE SUPERMARKET DOES NOT MEAN YOU NOW HAVE #Covid_19 !! DO NOT CALL EMS FOR THIS NONSENSE.,Extremely Negative,1.0
389,1064,I woke up early to make two different meal plans: regular and meatless. I have no clue what the status of the grocery store will look like today. ???? #Covid_19,Positive,4.0
390,1347,"Just went to the the grocery store (Highland Farms) and there is still quite a bit of food. No toilet paper or cleaning supplies but at least I wont starve. 

#coronavirus #covid19Canada #Toronto",Positive,4.0
391,464,Staying in due to the coronavirus?  Here's what to #stock in your #fridge and #pantry https://t.co/Kn9Kal0Xtv via @NBCNewsBETTER #Covid_19 #food #corinavirus #diet #home,Neutral,3.0
392,1355,"@Roxetera I think everybody,me  I'm going crazy about it ,stay safe and https://t.co/VTYug5194A's better you stock more food there to avoid covid 19.",Positive,4.0
393,336,We have a Whatsapp group in my apartment building. Its currently being used to track shipment dates and times of toilet paper to our local supermarket. Because 2020. #Covid_19 #Sydney,Neutral,3.0
394,1307,"Just a friendly reminder to be courteous to any and all retail workers you interact with today and for the days to come.  Tensions are high and many folks are stressed, so try to be sweet and nice instead.  Especially at the grocery store, they're going through a lot. #Covid_19",Extremely Positive,5.0
395,1252,"More than 250 people stuck in the line up at the grocery store, but events over 250+ banned? #Covid_19 #CoronaVirus https://t.co/XZHhqlKAau",Extremely Negative,1.0
396,261,"In pics | Shoppers around the world are heading to grocery stores to stock up on food and basics as fear over the spread of #coronavirus grows

https://t.co/aZ9jvpjvHd",Negative,2.0
397,986,"Corona strikes ...
Global market shaking ...
Oil prices drop...

@america @POTUS orders the purchase of crude oil to fill up their reserves .

Opportunist? 

#CoronaOutbreak #Covid_19 #FridayThe13th #COVID19 #FridayMotivation",Extremely Negative,1.0
398,1018,"I don't usually do that kind of tweet, but I would like to tell you guys how things went in my small place in France because of that #Covid_19. And trust me, I never... ever saw that in my entire life. Even some colleagues at the supermarket who are here for over 10 years...",Extremely Positive,5.0
399,764,How is #Coronavirus impacting online shopping? Our upcoming market research provides insights into consumers' online buying behavior and how it will affect brands. #Covid_19 #IP #BrandProtection https://t.co/0GAzXNJRee,Neutral,3.0
400,787,"I have lung disease and take immunosuppressants for my Crohns. If I catch Covid-19 I'm screwed. So, tbh, the person who made a comment towards me in the supermarket, just because I quite rightly wore a mask, can jog on quite frankly. #Covid_19",Negative,2.0
401,610,"To all the plebs out lining the supermarket needlessly panic buying, it will only harm the most vulnerable who don't have what they need there when they go to get it. No need for stockpiling. #Covid_19",Extremely Negative,1.0
402,2522,"With all the panic and drop off in the market, Ive yet to see a decline in sales for my own E-com brand...

(other than inventory problems when China was on lockdown)

Curious to see how COVID-19 will effect sales in online shopping moving forward?",Extremely Negative,1.0
403,1191,A grocery store in my hometown in AZ #CoronavirusCrazy #Covid_19 https://t.co/lh1HhPPxkq,Neutral,3.0
404,1767,"Really worried about how this #Covid_19 isolation will affect my online shopping addiction, if we have to stay indoors for a while.",Extremely Negative,1.0
405,1580,"I work for a food company. Not gonna name brand names, but it's all non-perishable, so a lot of what we sell is precisely what's now being panic-bought. A thread about why panic-buying is so unnecessary...",Extremely Negative,1.0
406,1408,"I LOVE how governments likes to send out mixed #Covid_19 messages;

"" Please work from home at all costs, avoid contact only if it's neccesary""

[ the people stack up food, staying home ]

"" Please don't plunder the supermarkets, avoid creating a panic at all cost please""

???",Extremely Positive,5.0
407,1343,"At the entrance to the supermarket here in #Romania.
#CoronaOutbreak #Covid_19 #ukcoronavirus https://t.co/KtZXgEaMTr",Neutral,3.0
408,1138,Check on elderly vulnerable neighbours  see if they need anything from the shop pharmacy  if they need a pet walking  if they are okay  if they have the ability access to order shopping online  show them they are not alone and people care about them ,Extremely Positive,5.0
409,152,"Fill up the fridge with enough food, ready medical supplies, water, avoid crowd, be updated with news, dont panic, work from home if feasible, boost immune system by drinking vitamins and always wash hands. Stay safe and healthy! #COVID2019 #metroManilaCovid",Extremely Positive,5.0
410,2360,Getting public areas disinfected around the city. https://t.co/I0LcFBwkq8,Neutral,3.0
411,118,"Hey guysss! We have a very important message to all our friends, family &amp; viewers out there. Be aware of Corona Virus and follow these procedures to help keep you and your family safe.

#aadyasitara? #aadya #sitara #coronavírus #coronaaleart #covid_19 #staysafe #sanitizer #covid https://t.co/pHWGsygy06",Extremely Positive,5.0
412,1924,"Need a way to help? Stuck at home with kids, but recognize your privilege? Call your federal representatives and demand action. We need tests, we need family leave, we need food and housing. Find a local school or food bank to do volunteer food drops. (If ur well) #Covid_19",Extremely Positive,5.0
413,616,Check out my latest blog about how our work place is changing it also includes lots of Home decor Tips &amp; Tricks &amp; Resources! https://t.co/dLxXSSZ5ar https://t.co/Gs8lW4PmuI,Negative,2.0
414,2186,The reason why we cant get shit online via @amazon is cause these 3rd party vendors or hiking up prices at obscene and obnoxious amounts ... I saw some damn Lysol for $114 ... FOH i will not Ill concoct my own cleaning supplies b4 I ever #Covid_19 #CoronaVirus,Extremely Negative,1.0
415,2553,"?????COVID-19 preparedness: Stock up on food, toilet paper, but avoid panic buying, says Health Canada #Topbuzz https://t.co/C8Pd06AD3j",Extremely Negative,1.0
416,637,"Unusually long lines in my neighborhood supermarket in New Hyde Park, NY for a Thursday night. It appears people are panic buying. 
I see fully loaded grocery carts lined up! Whats going on? #Covid_19 #pandemic https://t.co/1IQ4czjTbB",Negative,2.0
417,1681,"On the bright side during this #Covid_19 
1. More time to spend with your beloved ones. No more work excuse ?????
2. Home cook ???? for the kids
3. Less shopping ? (more online ?)
4. Less gas consumption - less pollution
5. Time for hobby
What else? 
(Me being #optimistic here ?)",Extremely Positive,5.0
418,825,PM will be addressing the nation at 8pm later. Do not panic though. Do not wipe out the supermarket again.  #Covid_19,Positive,4.0
419,508,"I went to the grocery store and noticed all the toilet paper was gone.

HOW THE FUCK IS TOILET PAPER GOING TO HELP?  

#Covid_19",Negative,2.0
